sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
Zape2	NODE_634_length_24409_cov_87.3	0.819	0.008	0.002	0.299	0.039	0.003	0.001	0.033	0.002	0.000	0.000	0.002	16120	58.969	24409	0.030	0.031	0.016	0.013	0.011	0.005	0.006	0.003	0.004	0.006	0.003	0.004	0.007	0.002	0.003	0.005	0.001	0.005	0.002	0.004
Zape2	NODE_16369_length_3087_cov_30.8	0.393	0.010	0.003	0.176	0.097	0.001	0.005	0.033	0.007	0.000	0.000	0.008	603	20.239	3087	0.025	0.045	0.009	0.022	0.025	0.000	0.024	0.000	0.010	0.011	0.000	0.011	0.000	0.000	0.000	0.000	0.010	0.000	0.000	0.009
Zape2	NODE_4575_length_7939_cov_27.5	0.336	0.004	0.001	0.126	0.122	0.000	0.004	0.012	0.003	0.000	0.000	0.004	1701	19.518	7939	0.014	0.013	0.000	0.014	0.010	0.000	0.000	0.000	0.011	0.005	0.009	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape2	NODE_8621_length_5023_cov_70.3	0.543	0.006	0.002	0.145	0.129	0.002	0.004	0.016	0.004	0.002	0.002	0.005	2818	52.443	5023	0.007	0.031	0.007	0.011	0.011	0.004	0.008	0.008	0.007	0.004	0.000	0.000	0.004	0.008	0.004	0.008	0.000	0.000	0.007	0.000
Zape2	NODE_8576_length_5044_cov_75.8	0.566	0.008	0.001	0.234	0.099	0.004	0.002	0.022	0.004	0.000	0.000	0.004	2911	51.297	5044	0.021	0.016	0.025	0.007	0.015	0.002	0.005	0.007	0.005	0.010	0.010	0.007	0.005	0.003	0.000	0.002	0.008	0.000	0.005	0.010
Zape2	NODE_864_length_21415_cov_53.2	0.597	0.004	0.001	0.182	0.123	0.002	0.002	0.011	0.003	0.000	0.000	0.003	8899	38.959	21415	0.007	0.016	0.003	0.013	0.005	0.004	0.004	0.003	0.005	0.000	0.004	0.003	0.004	0.001	0.000	0.001	0.001	0.003	0.001	0.008
Zape2	NODE_4557_length_7961_cov_136.9	0.837	0.008	0.002	0.316	0.054	0.003	0.001	0.031	0.003	0.000	0.000	0.003	6573	90.547	7961	0.029	0.024	0.013	0.019	0.007	0.005	0.006	0.004	0.000	0.002	0.006	0.008	0.003	0.003	0.006	0.007	0.002	0.005	0.002	0.001
Zape2	NODE_2959_length_10666_cov_84.0	0.682	0.007	0.002	0.300	0.049	0.003	0.001	0.028	0.002	0.000	0.000	0.002	6692	56.430	10666	0.029	0.020	0.012	0.014	0.006	0.007	0.010	0.011	0.004	0.002	0.000	0.002	0.004	0.003	0.002	0.007	0.005	0.003	0.000	0.002
Zape2	NODE_239_length_35094_cov_176.4	0.973	0.005	0.001	0.247	0.043	0.002	0.001	0.019	0.002	0.000	0.000	0.002	51696	129.146	35094	0.016	0.019	0.011	0.012	0.006	0.004	0.003	0.004	0.001	0.003	0.003	0.004	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.002
Zape2	NODE_485_length_27146_cov_80.2	0.808	0.008	0.002	0.244	0.035	0.002	0.001	0.031	0.002	0.000	0.000	0.002	16298	53.549	27146	0.026	0.031	0.017	0.016	0.011	0.007	0.008	0.004	0.004	0.005	0.003	0.004	0.003	0.004	0.005	0.003	0.004	0.003	0.002	0.001
Zape2	NODE_229_length_35688_cov_78.8	0.825	0.005	0.001	0.173	0.042	0.001	0.001	0.014	0.001	0.000	0.000	0.001	22873	57.238	35688	0.012	0.014	0.007	0.011	0.009	0.007	0.003	0.004	0.003	0.004	0.002	0.003	0.002	0.004	0.002	0.002	0.002	0.002	0.002	0.003
Zape2	NODE_837_length_21689_cov_80.0	0.792	0.010	0.002	0.271	0.034	0.004	0.001	0.037	0.002	0.000	0.000	0.002	13090	53.832	21689	0.038	0.024	0.023	0.016	0.020	0.009	0.004	0.007	0.006	0.004	0.003	0.002	0.005	0.004	0.003	0.006	0.005	0.006	0.004	0.005
Zape2	NODE_5777_length_6783_cov_270.4	0.981	0.005	0.001	0.222	0.067	0.002	0.001	0.016	0.002	0.000	0.000	0.002	14731	187.732	6783	0.011	0.020	0.011	0.008	0.005	0.003	0.006	0.003	0.004	0.002	0.002	0.004	0.001	0.004	0.002	0.002	0.003	0.001	0.002	0.001
Zape2	NODE_2016_length_13471_cov_142.0	0.850	0.007	0.001	0.346	0.097	0.005	0.001	0.021	0.003	0.000	0.000	0.003	11478	93.118	13471	0.019	0.022	0.007	0.008	0.012	0.003	0.005	0.006	0.005	0.007	0.003	0.004	0.007	0.010	0.006	0.006	0.003	0.004	0.004	0.002
Zape2	NODE_489_length_27005_cov_44.7	0.652	0.006	0.001	0.245	0.076	0.002	0.001	0.019	0.003	0.000	0.000	0.003	10187	32.911	27005	0.015	0.023	0.007	0.009	0.009	0.003	0.005	0.003	0.005	0.003	0.007	0.002	0.003	0.006	0.002	0.003	0.001	0.003	0.001	0.002
Zape2	NODE_2585_length_11571_cov_30.1	0.461	0.006	0.002	0.288	0.046	0.001	0.001	0.030	0.003	0.000	0.000	0.003	2643	19.714	11571	0.027	0.027	0.016	0.011	0.003	0.008	0.003	0.005	0.003	0.005	0.002	0.000	0.003	0.007	0.000	0.000	0.000	0.000	0.000	0.002
Zape2	NODE_1836_length_14236_cov_67.1	0.611	0.005	0.001	0.178	0.031	0.001	0.001	0.014	0.001	0.000	0.000	0.001	7972	49.962	14236	0.014	0.014	0.009	0.006	0.008	0.007	0.005	0.004	0.003	0.001	0.003	0.003	0.004	0.003	0.001	0.001	0.000	0.002	0.001	0.001
Zape2	NODE_3170_length_10107_cov_112.7	0.732	0.007	0.001	0.151	0.082	0.003	0.003	0.018	0.003	0.000	0.000	0.003	8280	73.827	10107	0.012	0.026	0.010	0.010	0.014	0.009	0.006	0.004	0.006	0.007	0.009	0.008	0.003	0.002	0.003	0.003	0.007	0.001	0.005	0.004
Zape2	NODE_4703_length_7810_cov_265.6	0.989	0.015	0.001	0.232	0.072	0.011	0.001	0.029	0.003	0.000	0.000	0.003	16718	196.769	7810	0.025	0.032	0.025	0.017	0.012	0.013	0.014	0.019	0.014	0.012	0.009	0.012	0.009	0.013	0.011	0.015	0.008	0.010	0.010	0.013
Zape2	NODE_1831_length_14249_cov_61.8	0.633	0.009	0.001	0.285	0.047	0.005	0.001	0.025	0.002	0.000	0.000	0.002	6936	45.074	14249	0.024	0.022	0.014	0.015	0.012	0.009	0.003	0.005	0.008	0.005	0.004	0.006	0.009	0.007	0.007	0.006	0.005	0.004	0.004	0.006
Zape2	NODE_193_length_38015_cov_221.7	0.988	0.005	0.001	0.250	0.025	0.002	0.000	0.017	0.001	0.000	0.000	0.001	68655	156.279	38015	0.016	0.014	0.011	0.010	0.008	0.004	0.004	0.003	0.003	0.004	0.004	0.003	0.004	0.003	0.003	0.002	0.003	0.002	0.002	0.003
Zape2	NODE_1148_length_18838_cov_48.8	0.553	0.004	0.001	0.282	0.052	0.002	0.000	0.014	0.001	0.000	0.000	0.001	7349	34.089	18838	0.015	0.009	0.008	0.007	0.008	0.002	0.004	0.004	0.002	0.002	0.002	0.001	0.001	0.001	0.002	0.002	0.001	0.005	0.004	0.002
Zape2	NODE_824_length_21826_cov_64.3	0.687	0.008	0.001	0.190	0.062	0.004	0.001	0.018	0.002	0.000	0.000	0.002	11320	47.580	21826	0.017	0.019	0.010	0.018	0.008	0.005	0.007	0.008	0.007	0.008	0.005	0.008	0.004	0.006	0.004	0.003	0.006	0.003	0.002	0.006
Zape2	NODE_2609_length_11517_cov_26.5	0.380	0.004	0.001	0.309	0.127	0.002	0.001	0.017	0.004	0.000	0.000	0.004	1937	17.242	11517	0.016	0.014	0.003	0.018	0.000	0.000	0.003	0.003	0.000	0.006	0.003	0.003	0.000	0.003	0.000	0.000	0.000	0.003	0.000	0.006
Zape2	NODE_5307_length_7192_cov_63.1	0.498	0.005	0.001	0.301	0.062	0.002	0.001	0.018	0.002	0.000	0.000	0.002	2584	40.886	7192	0.018	0.013	0.010	0.006	0.005	0.007	0.002	0.002	0.009	0.000	0.002	0.005	0.000	0.000	0.002	0.002	0.004	0.000	0.002	0.002
Zape2	NODE_3572_length_9374_cov_55.4	0.523	0.004	0.001	0.308	0.075	0.001	0.001	0.018	0.002	0.000	0.000	0.002	4349	41.288	9374	0.015	0.018	0.008	0.008	0.003	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.004	0.000	0.004
Zape2	NODE_2492_length_11891_cov_66.6	0.581	0.004	0.001	0.266	0.097	0.002	0.001	0.014	0.002	0.000	0.000	0.003	6509	49.077	11891	0.011	0.016	0.009	0.011	0.001	0.001	0.001	0.007	0.001	0.007	0.000	0.003	0.001	0.003	0.001	0.004	0.001	0.001	0.003	0.004
Zape2	NODE_3574_length_9371_cov_47.6	0.438	0.004	0.001	0.155	0.066	0.000	0.002	0.013	0.002	0.000	0.000	0.002	3546	32.395	9371	0.013	0.011	0.006	0.013	0.013	0.003	0.006	0.000	0.003	0.002	0.002	0.003	0.002	0.000	0.000	0.002	0.000	0.000	0.000	0.003
Zape2	NODE_5107_length_7387_cov_47.6	0.597	0.015	0.003	0.283	0.090	0.008	0.003	0.045	0.006	0.000	0.000	0.007	2709	35.117	7387	0.035	0.049	0.032	0.019	0.014	0.007	0.014	0.012	0.004	0.024	0.007	0.004	0.003	0.008	0.003	0.014	0.011	0.004	0.018	0.012
Zape2	NODE_14183_length_3435_cov_66.8	0.478	0.004	0.002	0.182	0.115	0.000	0.003	0.017	0.004	0.000	0.000	0.005	1721	44.513	3435	0.010	0.022	0.005	0.026	0.009	0.000	0.000	0.008	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000
Zape2	NODE_2799_length_11061_cov_67.0	0.578	0.005	0.001	0.205	0.075	0.002	0.001	0.015	0.002	0.000	0.000	0.003	6073	49.020	11061	0.012	0.019	0.007	0.012	0.009	0.006	0.003	0.000	0.003	0.001	0.003	0.005	0.004	0.001	0.005	0.000	0.004	0.002	0.001	0.002
Zape2	NODE_1889_length_14000_cov_57.3	0.567	0.007	0.001	0.122	0.073	0.002	0.003	0.017	0.003	0.000	0.000	0.003	6665	41.345	14000	0.012	0.019	0.015	0.017	0.011	0.008	0.013	0.004	0.001	0.007	0.004	0.008	0.004	0.005	0.003	0.002	0.002	0.003	0.009	0.001
Zape2	NODE_1711_length_14912_cov_79.0	0.689	0.006	0.001	0.258	0.123	0.003	0.002	0.020	0.004	0.000	0.000	0.004	9647	57.166	14912	0.012	0.028	0.018	0.005	0.003	0.002	0.005	0.009	0.006	0.002	0.007	0.000	0.007	0.001	0.003	0.005	0.006	0.001	0.004	0.004
Zape2	NODE_4580_length_7934_cov_52.1	0.501	0.004	0.001	0.346	0.115	0.002	0.001	0.020	0.004	0.000	0.000	0.004	3272	38.718	7934	0.015	0.022	0.009	0.011	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.004	0.004	0.004	0.000	0.000	0.000	0.005	0.004	0.008
Zape2	NODE_8332_length_5154_cov_35.8	0.477	0.005	0.002	0.606	0.086	0.002	0.001	0.040	0.004	0.000	0.000	0.004	1384	24.461	5154	0.041	0.011	0.014	0.005	0.000	0.010	0.005	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.005
Zape2	NODE_8019_length_5303_cov_28.2	0.580	0.005	0.003	0.808	0.063	0.002	0.001	0.063	0.004	0.000	0.000	0.004	1101	22.188	5303	0.063	0.011	0.010	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000
Zape3	NODE_1359_length_18776_cov_24.7	0.592	0.006	0.002	0.716	0.092	0.004	0.001	0.040	0.004	0.000	0.000	0.003	3856	20.545	18776	0.041	0.011	0.010	0.008	0.007	0.005	0.003	0.003	0.011	0.003	0.006	0.000	0.000	0.008	0.000	0.003	0.000	0.003	0.000	0.008
Zape3	NODE_7895_length_5412_cov_28.6	0.522	0.011	0.003	0.374	0.082	0.005	0.002	0.050	0.006	0.000	0.000	0.006	1359	23.201	5412	0.045	0.045	0.012	0.023	0.011	0.010	0.000	0.000	0.012	0.005	0.005	0.011	0.017	0.000	0.005	0.010	0.005	0.005	0.000	0.005
Zape3	NODE_2057_length_14289_cov_107.6	0.806	0.004	0.001	0.341	0.095	0.002	0.001	0.011	0.002	0.000	0.000	0.002	11880	88.095	14289	0.010	0.011	0.005	0.005	0.005	0.004	0.002	0.001	0.004	0.002	0.001	0.004	0.007	0.003	0.002	0.004	0.002	0.002	0.001	0.001
Zape3	NODE_2706_length_11656_cov_97.1	0.754	0.004	0.001	0.204	0.093	0.002	0.001	0.011	0.002	0.000	0.000	0.002	8951	80.824	11656	0.010	0.011	0.006	0.010	0.004	0.003	0.005	0.004	0.004	0.003	0.000	0.008	0.003	0.000	0.004	0.003	0.000	0.002	0.002	0.004
Zape3	NODE_13744_length_3731_cov_40.6	0.597	0.009	0.003	0.722	0.079	0.005	0.001	0.055	0.004	0.000	0.000	0.004	1154	33.161	3731	0.056	0.018	0.010	0.009	0.000	0.018	0.005	0.000	0.000	0.005	0.004	0.005	0.005	0.009	0.000	0.005	0.008	0.005	0.005	0.009
Zape3	NODE_7971_length_5380_cov_28.0	0.577	0.012	0.004	0.386	0.084	0.004	0.002	0.061	0.008	0.000	0.000	0.008	1312	23.153	5380	0.055	0.056	0.021	0.007	0.007	0.008	0.027	0.000	0.000	0.000	0.007	0.007	0.014	0.000	0.008	0.008	0.000	0.000	0.007	0.000
Zape3	NODE_13146_length_3840_cov_30.5	0.574	0.011	0.003	0.439	0.058	0.004	0.001	0.062	0.005	0.000	0.000	0.005	852	24.341	3840	0.060	0.040	0.023	0.014	0.007	0.008	0.000	0.007	0.008	0.000	0.000	0.000	0.013	0.006	0.000	0.014	0.014	0.000	0.000	0.000
Zape3	NODE_15829_length_3399_cov_22.3	0.470	0.010	0.004	0.262	0.092	0.000	0.004	0.051	0.010	0.000	0.000	0.010	614	17.853	3399	0.062	0.026	0.000	0.048	0.020	0.023	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape3	NODE_16066_length_3366_cov_57.3	0.722	0.009	0.003	0.854	0.079	0.006	0.001	0.064	0.005	0.000	0.000	0.004	1481	47.631	3366	0.064	0.014	0.009	0.004	0.004	0.005	0.000	0.009	0.009	0.009	0.000	0.000	0.000	0.010	0.005	0.014	0.005	0.014	0.005	0.004
Zape3	NODE_2501_length_12352_cov_91.7	0.743	0.004	0.001	0.349	0.068	0.002	0.000	0.014	0.001	0.000	0.000	0.001	8801	75.406	12352	0.013	0.012	0.006	0.007	0.005	0.001	0.003	0.002	0.001	0.001	0.003	0.002	0.003	0.005	0.002	0.000	0.000	0.002	0.004	0.003
Zape3	NODE_2573_length_12083_cov_89.8	0.723	0.004	0.001	0.234	0.061	0.001	0.001	0.012	0.001	0.000	0.000	0.002	8483	73.534	12083	0.010	0.013	0.005	0.010	0.005	0.004	0.003	0.002	0.001	0.002	0.003	0.001	0.002	0.004	0.003	0.001	0.003	0.002	0.001	0.002
Zape3	NODE_5560_length_6916_cov_32.9	0.491	0.008	0.002	0.551	0.121	0.005	0.001	0.036	0.005	0.000	0.000	0.004	2094	26.845	6916	0.037	0.017	0.004	0.020	0.006	0.010	0.003	0.000	0.010	0.007	0.008	0.003	0.000	0.000	0.010	0.003	0.003	0.006	0.003	0.003
Zape3	NODE_6034_length_6520_cov_21.9	0.459	0.007	0.003	0.375	0.090	0.001	0.002	0.042	0.006	0.000	0.000	0.006	1290	18.225	6520	0.036	0.044	0.007	0.013	0.000	0.000	0.006	0.014	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000
Zape3	NODE_7816_length_5450_cov_37.8	0.678	0.011	0.003	0.847	0.089	0.008	0.001	0.072	0.006	0.000	0.000	0.005	1583	30.732	5450	0.072	0.017	0.014	0.000	0.005	0.000	0.004	0.017	0.009	0.013	0.008	0.009	0.008	0.017	0.000	0.004	0.008	0.004	0.004	0.016
Zape3	NODE_1740_length_16067_cov_96.8	0.788	0.004	0.001	0.303	0.098	0.002	0.001	0.013	0.002	0.000	0.000	0.002	12244	79.624	16067	0.011	0.014	0.008	0.003	0.008	0.001	0.001	0.004	0.004	0.004	0.002	0.002	0.002	0.002	0.003	0.005	0.001	0.004	0.000	0.004
Zape3	NODE_17575_length_3173_cov_148.6	0.940	0.017	0.002	0.498	0.063	0.012	0.001	0.054	0.004	0.000	0.000	0.003	4071	121.760	3173	0.054	0.033	0.023	0.016	0.013	0.016	0.020	0.016	0.014	0.015	0.016	0.006	0.006	0.014	0.008	0.013	0.012	0.009	0.015	0.013
Zape3	NODE_9379_length_4827_cov_33.0	0.622	0.014	0.003	0.480	0.069	0.007	0.002	0.067	0.006	0.000	0.000	0.005	1412	26.442	4827	0.066	0.039	0.025	0.020	0.000	0.009	0.009	0.013	0.010	0.004	0.000	0.009	0.004	0.004	0.013	0.011	0.000	0.022	0.009	0.004
Zape3	NODE_2441_length_12557_cov_29.4	0.593	0.010	0.003	0.425	0.083	0.006	0.002	0.047	0.005	0.000	0.000	0.005	2981	24.914	12557	0.042	0.045	0.010	0.008	0.008	0.011	0.003	0.008	0.008	0.008	0.005	0.005	0.003	0.013	0.003	0.008	0.006	0.005	0.006	0.003
Zape3	NODE_6946_length_5903_cov_31.1	0.655	0.013	0.004	0.670	0.095	0.008	0.002	0.074	0.007	0.000	0.000	0.007	1565	24.783	5903	0.072	0.040	0.000	0.008	0.003	0.016	0.020	0.004	0.008	0.008	0.007	0.004	0.012	0.011	0.015	0.012	0.000	0.004	0.000	0.009
Zape3	NODE_2634_length_11901_cov_43.9	0.608	0.013	0.002	0.271	0.047	0.007	0.001	0.037	0.003	0.000	0.000	0.003	4554	35.822	11901	0.037	0.028	0.025	0.022	0.019	0.009	0.013	0.004	0.013	0.006	0.006	0.013	0.011	0.008	0.008	0.006	0.006	0.009	0.012	0.006
Zape3	NODE_1777_length_15835_cov_94.0	0.783	0.004	0.001	0.355	0.084	0.002	0.001	0.015	0.002	0.000	0.000	0.002	11605	77.348	15835	0.013	0.015	0.005	0.003	0.007	0.003	0.003	0.003	0.003	0.004	0.001	0.005	0.001	0.002	0.003	0.003	0.002	0.001	0.002	0.001
Zape3	NODE_6149_length_6452_cov_86.2	0.794	0.013	0.002	0.446	0.086	0.009	0.001	0.046	0.005	0.000	0.000	0.005	4784	71.049	6452	0.044	0.036	0.019	0.011	0.017	0.007	0.007	0.006	0.010	0.005	0.014	0.015	0.010	0.005	0.020	0.007	0.005	0.012	0.012	0.003
Zape3	NODE_1283_length_19551_cov_93.2	0.804	0.005	0.001	0.295	0.049	0.003	0.000	0.014	0.001	0.000	0.000	0.001	14296	77.032	19551	0.014	0.013	0.007	0.007	0.006	0.005	0.005	0.003	0.002	0.003	0.003	0.005	0.003	0.001	0.003	0.002	0.004	0.004	0.004	0.003
Zape3	NODE_7230_length_5738_cov_83.3	0.732	0.007	0.002	0.439	0.070	0.004	0.001	0.034	0.003	0.000	0.000	0.003	4011	68.486	5738	0.035	0.019	0.007	0.015	0.007	0.007	0.005	0.008	0.007	0.002	0.002	0.007	0.004	0.002	0.006	0.000	0.000	0.003	0.005	0.000
Zape3	NODE_887_length_24917_cov_98.5	0.850	0.005	0.001	0.243	0.075	0.003	0.001	0.014	0.002	0.000	0.000	0.002	18994	80.794	24917	0.013	0.015	0.005	0.010	0.007	0.002	0.008	0.003	0.006	0.004	0.002	0.004	0.005	0.004	0.004	0.004	0.003	0.002	0.002	0.004
Zape3	NODE_1307_length_19277_cov_100.2	0.819	0.004	0.001	0.252	0.038	0.002	0.000	0.012	0.001	0.000	0.000	0.001	15090	82.777	19277	0.011	0.011	0.006	0.006	0.005	0.004	0.004	0.004	0.002	0.002	0.002	0.003	0.000	0.001	0.001	0.003	0.002	0.002	0.002	0.002
Zape3	NODE_10845_length_4363_cov_22.6	0.686	0.013	0.006	0.344	0.051	0.000	0.003	0.092	0.008	0.000	0.000	0.008	738	18.779	4363	0.081	0.075	0.058	0.016	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000
Zape3	NODE_5781_length_6716_cov_28.6	0.612	0.016	0.005	0.271	0.095	0.005	0.005	0.064	0.011	0.000	0.000	0.012	1446	24.113	6716	0.041	0.083	0.045	0.024	0.010	0.009	0.009	0.000	0.012	0.008	0.009	0.009	0.000	0.010	0.010	0.008	0.000	0.000	0.000	0.027
Zape3	NODE_4433_length_8112_cov_19.3	0.339	0.005	0.002	0.292	0.270	0.002	0.003	0.017	0.008	0.003	0.003	0.008	1141	15.911	8112	0.009	0.034	0.000	0.000	0.000	0.021	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.011	0.000
Zape3	NODE_11940_length_4094_cov_27.5	0.674	0.009	0.005	0.627	0.074	0.002	0.002	0.085	0.007	0.000	0.000	0.007	932	22.355	4094	0.085	0.038	0.000	0.019	0.000	0.000	0.013	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape3	NODE_18267_length_3095_cov_19.6	0.293	0.005	0.002	0.990	0.661	0.004	0.002	0.016	0.008	0.551	0.560	0.007	534	16.590	3095	0.016	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.018
Zape3	NODE_49_length_92199_cov_234.2	1.000	0.006	0.002	0.481	0.011	0.003	0.000	0.038	0.001	0.000	0.000	0.001	159235	190.996	92199	0.039	0.020	0.011	0.008	0.006	0.005	0.004	0.003	0.003	0.003	0.002	0.003	0.002	0.003	0.002	0.002	0.002	0.002	0.002	0.003
Zape3	NODE_9991_length_4619_cov_17.4	0.309	0.004	0.002	0.990	0.421	0.003	0.002	0.019	0.007	0.354	0.363	0.006	706	14.767	4619	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.014	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000
Zape3	NODE_15849_length_3397_cov_14.9	0.403	0.007	0.004	0.990	0.347	0.004	0.003	0.045	0.014	0.256	0.264	0.013	390	12.337	3397	0.045	0.000	0.000	0.000	0.042	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape3	NODE_11972_length_4085_cov_13.6	0.425	0.010	0.004	0.990	0.341	0.008	0.003	0.050	0.014	0.171	0.178	0.013	484	10.827	4085	0.050	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.026	0.029	0.041	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000
Zape3	NODE_14728_length_3568_cov_25.7	0.336	0.007	0.001	0.414	0.268	0.006	0.002	0.018	0.005	0.153	0.161	0.005	882	21.736	3568	0.016	0.018	0.008	0.015	0.000	0.000	0.008	0.000	0.009	0.007	0.008	0.000	0.008	0.000	0.017	0.009	0.000	0.009	0.000	0.010
Zape3	NODE_14871_length_3544_cov_18.0	0.442	0.013	0.004	0.588	0.307	0.009	0.004	0.049	0.015	0.091	0.097	0.014	554	14.973	3544	0.049	0.029	0.000	0.024	0.027	0.000	0.000	0.000	0.047	0.000	0.000	0.030	0.021	0.000	0.000	0.000	0.000	0.000	0.023	0.000
Zape3	NODE_12858_length_3892_cov_20.1	0.358	0.004	0.002	0.990	0.240	0.003	0.001	0.029	0.006	0.053	0.057	0.006	660	16.530	3892	0.029	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000
Zape3	NODE_9516_length_4777_cov_22.9	0.466	0.011	0.003	0.815	0.283	0.009	0.003	0.046	0.011	0.015	0.016	0.010	951	18.826	4777	0.045	0.019	0.000	0.009	0.010	0.021	0.000	0.000	0.000	0.010	0.024	0.000	0.009	0.008	0.019	0.009	0.036	0.000	0.000	0.000
Zape3	NODE_5043_length_7418_cov_20.9	0.409	0.007	0.002	0.990	0.238	0.006	0.001	0.031	0.006	0.010	0.011	0.005	1414	17.524	7418	0.031	0.000	0.006	0.013	0.014	0.007	0.000	0.008	0.000	0.000	0.019	0.006	0.000	0.000	0.000	0.012	0.006	0.006	0.006	0.007
Zape3	NODE_17657_length_3164_cov_25.0	0.384	0.009	0.003	0.331	0.210	0.005	0.003	0.031	0.010	0.006	0.007	0.010	642	20.341	3164	0.022	0.049	0.000	0.016	0.000	0.015	0.000	0.000	0.017	0.000	0.016	0.000	0.016	0.015	0.000	0.000	0.000	0.000	0.012	0.000
Zape3	NODE_7135_length_5789_cov_18.2	0.451	0.008	0.003	0.640	0.166	0.005	0.002	0.046	0.008	0.005	0.006	0.007	925	15.133	5789	0.044	0.028	0.000	0.000	0.015	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.016	0.000	0.014	0.014
Zape3	NODE_3363_length_9900_cov_87.5	0.713	0.005	0.001	0.352	0.105	0.003	0.001	0.016	0.002	0.000	0.000	0.002	6743	71.993	9900	0.013	0.017	0.007	0.002	0.006	0.002	0.001	0.003	0.005	0.004	0.007	0.005	0.001	0.005	0.001	0.002	0.002	0.004	0.003	0.000
Zape3	NODE_10392_length_4490_cov_28.3	0.435	0.006	0.002	0.885	0.168	0.004	0.001	0.035	0.005	0.005	0.005	0.005	964	22.912	4490	0.034	0.009	0.000	0.000	0.007	0.000	0.011	0.007	0.010	0.000	0.000	0.000	0.008	0.008	0.008	0.000	0.014	0.000	0.000	0.000
Zape3	NODE_10469_length_4470_cov_20.9	0.465	0.011	0.004	0.415	0.174	0.005	0.004	0.049	0.012	0.001	0.001	0.011	808	16.879	4470	0.037	0.062	0.011	0.000	0.013	0.000	0.000	0.010	0.000	0.000	0.000	0.013	0.011	0.000	0.012	0.000	0.000	0.029	0.000	0.013
Zape3	NODE_6913_length_5928_cov_38.2	0.479	0.008	0.002	0.446	0.102	0.005	0.001	0.030	0.004	0.000	0.000	0.004	2016	31.107	5928	0.029	0.021	0.009	0.007	0.004	0.015	0.007	0.007	0.004	0.011	0.007	0.007	0.004	0.004	0.004	0.003	0.000	0.000	0.008	0.000
Zape3	NODE_9687_length_4721_cov_25.2	0.393	0.004	0.002	0.403	0.095	0.000	0.001	0.029	0.004	0.000	0.000	0.004	911	20.827	4721	0.024	0.027	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape3	NODE_14381_length_3621_cov_49.4	0.506	0.008	0.002	0.244	0.104	0.003	0.003	0.028	0.005	0.000	0.000	0.006	1619	40.071	3621	0.022	0.035	0.013	0.019	0.006	0.007	0.000	0.000	0.017	0.006	0.011	0.012	0.006	0.000	0.000	0.000	0.000	0.000	0.006	0.006
