sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
AW108	NODE_12455_length_4097_cov_108.1	8781	species	Ruminococcus F champanellensis	9	8	5	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
UT43	NODE_286_length_42976_cov_70.6	24382	species	Faecousia sp900553805	48	47	29	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia sp900553805
UT43	NODE_1155_length_22953_cov_98.3	321	family	Micrococcaceae	25	24	21	0.88	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae
UT30	NODE_13794_length_15873_cov_130.2	12602	genus	CAG-762	12	12	9	0.67	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_CAG-762
UT30	NODE_16317_length_13954_cov_64.0	2	superkingdom	Bacteria	18	17	17	1.0	d_Bacteria
UT30	NODE_18849_length_12406_cov_29.4	7488	genus	Ventricola	14	14	8	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Ventricola
UT30	NODE_23315_length_10382_cov_14.8	1198	genus	Acetatifactor	14	12	12	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor
UT30	NODE_25927_length_9507_cov_29.2	37	class	Clostridia	13	12	12	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_29874_length_8372_cov_672.5	5291	family	Borkfalkiaceae	7	7	4	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae
UT30	NODE_35627_length_7147_cov_23.4	71446	species	WRAP01 sp009781235	3	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-552;g_WRAP01;s_WRAP01 sp009781235
UT30	NODE_42077_length_6130_cov_269.1	37	class	Clostridia	10	10	7	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_49384_length_5263_cov_23.9	299	genus	Blautia A	8	8	4	0.51	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A
UT30	NODE_60004_length_4363_cov_13.7	8497	species	Planococcus glaciei	4	4	4	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus;s_Planococcus glaciei
Zape3	NODE_16066_length_3366_cov_57.3	17114	species	CAG-83 sp900548615	5	4	3	0.98	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-83;s_CAG-83 sp900548615
AW108	NODE_1125_length_21175_cov_36.9	39793	species	Acetatifactor sp900771995	22	22	20	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor sp900771995
AW108	NODE_3227_length_10060_cov_22.0	8807	genus	CAG-273	7	7	5	0.83	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-273
AW108	NODE_12029_length_4190_cov_22.0	1198	genus	Acetatifactor	5	4	2	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor
UT43	NODE_76_length_69211_cov_95.4	23914	species	UBA6857 sp016292455	59	59	29	0.56	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857;s_UBA6857 sp016292455
UT43	NODE_1079_length_23816_cov_71.4	2254	genus	Trichococcus	29	28	26	0.99	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Trichococcus
UT43	NODE_2898_length_14092_cov_55.9	69337	species	UBA4716 sp900556575	13	12	5	0.55	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381;f_UBA1381;g_UBA4716;s_UBA4716 sp900556575
UT43	NODE_5939_length_9127_cov_75.1	5469	family	CAG-508	10	9	4	0.59	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508
UT43	NODE_9992_length_6298_cov_110.3	37	class	Clostridia	10	9	5	0.51	d_Bacteria;p_Firmicutes A;c_Clostridia
UT43	NODE_18268_length_3976_cov_59.0	81045	species	Aphodocola sp910580135	3	2	1	0.5	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_Aphodocola;s_Aphodocola sp910580135
Zape1	NODE_8513_length_7171_cov_93.5	2	superkingdom	Bacteria	8	8	7	0.84	d_Bacteria
Zape1	NODE_17549_length_4549_cov_83.8	6969	species	Cryptobacteroides sp000432655	7	7	5	0.71	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp000432655
Zape1	NODE_27950_length_3301_cov_26.2	20711	species	CAG-510 sp900550475	4	4	3	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-510;s_CAG-510 sp900550475
Zape2	NODE_1019_length_19924_cov_458.0	24461	species	Arthrobacter B koreensis	29	27	13	0.54	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B koreensis
Zape2	NODE_4065_length_8602_cov_231.3	2	superkingdom	Bacteria	11	11	6	0.5	d_Bacteria
Zape2	NODE_13558_length_3554_cov_175.4	53280	species	HGM12587 sp900766915	6	6	3	0.73	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_HGM12587;s_HGM12587 sp900766915
AW107	NODE_721_length_18079_cov_131.8	8781	species	Ruminococcus F champanellensis	22	22	15	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
AW107	NODE_5336_length_6576_cov_72.5	598	family	Oscillospiraceae	5	5	3	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae
AW107	NODE_13708_length_3872_cov_14.3	51375	species	UBA1731 sp902779565	6	5	5	1.0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RFP12;f_UBA1067;g_UBA1731;s_UBA1731 sp902779565
Zape3	NODE_165_length_57790_cov_95.6	1	no rank	root	12	11	11	1.0	-_root
UT43	NODE_6017_length_9065_cov_50.1	69337	species	UBA4716 sp900556575	10	10	7	0.78	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381;f_UBA1381;g_UBA4716;s_UBA4716 sp900556575
UT43	NODE_10403_length_6112_cov_61.8	8161	genus	UBA6857	5	5	2	0.64	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857
UT43	NODE_18315_length_3969_cov_61.6	517	family	Ruminococcaceae	5	5	3	0.51	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
AW110A	NODE_451_length_25977_cov_108.0	2328	species	Prevotella sp900313215	34	32	19	0.73	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp900313215
AW110A	NODE_6447_length_7005_cov_216.5	287	genus	Agathobacter	10	10	7	0.97	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Agathobacter
UT30	NODE_4_length_387302_cov_69.8	2504	genus	Eubacterium R	385	371	316	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R
UT30	NODE_205_length_137608_cov_89.3	331	family	Acutalibacteraceae	161	150	112	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae
UT30	NODE_504_length_100436_cov_133.0	3414	genus	Desulfovibrio	186	172	62	0.57	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio
UT30	NODE_934_length_76275_cov_39.0	849	species	Gemmiger qucibialis	75	69	45	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Gemmiger;s_Gemmiger qucibialis
UT30	NODE_1399_length_63058_cov_39.1	28157	species	Marvinbryantia sp014385005	87	81	36	0.58	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Marvinbryantia;s_Marvinbryantia sp014385005
UT43	NODE_3576_length_12462_cov_75.8	75454	species	Psychrobacillus psychrotolerans	19	19	13	0.73	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Psychrobacillus;s_Psychrobacillus psychrotolerans
UT43	NODE_6913_length_8234_cov_52.4	6437	genus	CAG-269	6	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-269
UT43	NODE_11653_length_5621_cov_51.3	26045	species	Arthrobacter B yangruifuii	7	6	6	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B yangruifuii
UT43	NODE_21536_length_3517_cov_25.7	463	species	Ruminococcus E bromii B	3	3	2	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Ruminococcus E;s_Ruminococcus E bromii B
AW110A	NODE_1597_length_14855_cov_53.8	2	superkingdom	Bacteria	15	15	15	1.0	d_Bacteria
AW110A	NODE_10360_length_5136_cov_77.4	2	superkingdom	Bacteria	21	19	19	1.0	d_Bacteria
UT30	NODE_44_length_209051_cov_52.5	17552	species	Angelakisella sp900552845	246	233	117	0.56	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Angelakisella;s_Angelakisella sp900552845
UT30	NODE_261_length_125332_cov_70.1	2504	genus	Eubacterium R	145	138	108	0.92	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R
UT30	NODE_604_length_92337_cov_42.2	767	species	Dorea formicigenerans	105	101	79	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Dorea;s_Dorea formicigenerans
UT30	NODE_1074_length_71532_cov_125.8	14321	species	Treponema D sp900541945	67	65	50	0.81	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema D;s_Treponema D sp900541945
UT30	NODE_18529_length_12576_cov_45.6	374	genus	Prevotella	12	10	5	0.5	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella
UT30	NODE_22604_length_10658_cov_29.3	9907	species	Pseudomonas E lundensis A	16	14	6	0.71	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E lundensis A
UT30	NODE_25651_length_9590_cov_14.5	37	class	Clostridia	6	4	2	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_28988_length_8624_cov_14.4	10	class	Bacilli	4	4	2	0.64	d_Bacteria;p_Firmicutes;c_Bacilli
UT30	NODE_34671_length_7325_cov_13.0	638	genus	Cryptobacteroides	10	10	5	0.61	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides
UT30	NODE_41254_length_6241_cov_17.4	4144	genus	Paraprevotella	8	8	7	0.99	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Paraprevotella
Zape2	NODE_11251_length_4081_cov_67.2	158	family	Clostridiaceae	4	4	3	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae
AW107	NODE_308_length_26358_cov_149.6	8781	species	Ruminococcus F champanellensis	39	36	22	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
AW107	NODE_3950_length_7797_cov_99.3	286	family	Lachnospiraceae	8	8	8	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
AW107	NODE_12475_length_4083_cov_23.2	23131	genus	VSOB01	4	4	2	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_VSOB01
AW107	NODE_375_length_23996_cov_137.8	517	family	Ruminococcaceae	28	27	20	0.73	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
AW107	NODE_4088_length_7644_cov_100.4	56694	species	Prevotella sp900762125	6	6	4	0.61	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp900762125
AW107	NODE_12660_length_4050_cov_37.5	8246	genus	CAG-95	8	8	6	0.83	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-95
Zape3	NODE_82_length_78687_cov_290.6	2548	species	Phil1 sp001940855	87	85	56	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_Phil1;s_Phil1 sp001940855
Zape3	NODE_1113_length_21567_cov_36.0	286	family	Lachnospiraceae	16	15	9	0.61	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape3	NODE_5560_length_6916_cov_32.9	7841	species	Alloprevotella sp900539625	8	7	7	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Alloprevotella;s_Alloprevotella sp900539625
Zape3	NODE_13146_length_3840_cov_30.5	3539	species	CAG-103 sp000432375	6	5	4	0.68	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-103;s_CAG-103 sp000432375
AW108	NODE_722_length_28604_cov_160.4	2	superkingdom	Bacteria	10	10	7	0.67	d_Bacteria
AW108	NODE_2595_length_11755_cov_168.6	1	no rank	root	1	1	1	1.0	-_root
AW108	NODE_6994_length_5952_cov_20.5	1793	genus	Eubacterium F	5	4	3	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium F
UT43	NODE_2549_length_15183_cov_377.6	51924	species	Arthrobacter B gandavensis	15	15	7	0.53	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B gandavensis
UT43	NODE_5223_length_9890_cov_383.9	166	family	Bacteroidaceae	4	3	2	0.99	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae
UT43	NODE_9322_length_6631_cov_52.1	16509	genus	Spyradosoma	6	5	3	0.51	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_UBA953;g_Spyradosoma
UT43	NODE_16742_length_4252_cov_39.4	6437	genus	CAG-269	3	3	2	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-269
AW110A	NODE_288_length_30107_cov_44.9	13564	genus	UMGS1590	26	24	22	0.92	d_Bacteria;p_Firmicutes B;c_Peptococcia;o_Peptococcales;f_Peptococcaceae;g_UMGS1590
AW110A	NODE_5182_length_8021_cov_27.7	44	species	Enterococcus B faecium	11	10	8	0.83	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B faecium
AW110A	NODE_20532_length_3154_cov_12.4	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
UT30	NODE_167_length_144375_cov_86.0	2008	species	CAG-349 sp003539515	188	172	138	0.89	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-917;g_CAG-349;s_CAG-349 sp003539515
UT30	NODE_455_length_103918_cov_125.0	18511	genus	Aphodocola	113	109	69	0.73	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_Aphodocola
UT30	NODE_888_length_77726_cov_265.8	16650	species	CAG-488 sp900539465	76	75	47	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-488;s_CAG-488 sp900539465
Zape1	NODE_5008_length_9714_cov_83.8	849	species	Gemmiger qucibialis	8	8	7	0.88	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Gemmiger;s_Gemmiger qucibialis
Zape1	NODE_9857_length_6573_cov_22.9	7746	species	CAG-448 sp003150135	10	10	6	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_CAG-448;s_CAG-448 sp003150135
Zape1	NODE_18925_length_4328_cov_46.2	545	genus	Mediterraneibacter	2	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Mediterraneibacter
Zape2	NODE_13_length_93307_cov_434.4	7	genus	Escherichia	121	108	60	0.69	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia
Zape2	NODE_1831_length_14249_cov_61.8	422	genus	Enterococcus D	21	21	18	0.99	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus D
Zape2	NODE_5777_length_6783_cov_270.4	63244	species	Faecousia excrementigallinarum	17	13	6	0.72	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia excrementigallinarum
Zape2	NODE_16369_length_3087_cov_30.8	4784	family	Pseudonocardiaceae	5	5	3	0.66	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae
AW107	NODE_1201_length_14336_cov_68.2	15010	species	CAG-95 sp000436115	16	16	12	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-95;s_CAG-95 sp000436115
AW107	NODE_7292_length_5511_cov_69.1	1625	species	CAG-177 sp003514385	10	9	3	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp003514385
AW107	NODE_16422_length_3496_cov_72.1	17114	species	CAG-83 sp900548615	5	4	3	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-83;s_CAG-83 sp900548615
Zape2	NODE_14918_length_3301_cov_23.0	37	class	Clostridia	1	1	1	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
AW107	NODE_1043_length_15344_cov_42.9	599	genus	Limivicinus	20	20	14	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Limivicinus
AW107	NODE_6765_length_5742_cov_11.6	2	superkingdom	Bacteria	1	1	1	1.0	d_Bacteria
AW107	NODE_15496_length_3610_cov_28.9	165	order	Bacteroidales	5	5	5	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
Zape3	NODE_297_length_44889_cov_91.8	2	superkingdom	Bacteria	14	12	10	0.76	d_Bacteria
Zape3	NODE_1417_length_18285_cov_46.3	37	class	Clostridia	17	16	13	0.79	d_Bacteria;p_Firmicutes A;c_Clostridia
Zape3	NODE_7135_length_5789_cov_18.2	19	order	Lactobacillales	8	8	5	0.5	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales
Zape3	NODE_15878_length_3394_cov_75.5	299	genus	Blautia A	5	4	2	0.93	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A
AW108	NODE_1122_length_21198_cov_160.4	2	superkingdom	Bacteria	6	6	4	0.96	d_Bacteria
AW108	NODE_3199_length_10139_cov_103.2	8161	genus	UBA6857	9	9	6	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857
UT30	NODE_47303_length_5480_cov_19.4	19	order	Lactobacillales	6	6	5	0.56	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales
UT30	NODE_57570_length_4537_cov_16.5	3590	species	Lachnospira sp900316325	7	7	5	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira sp900316325
UT30	NODE_69004_length_3823_cov_15.1	286	family	Lachnospiraceae	2	2	2	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_76349_length_3479_cov_15.2	37	class	Clostridia	4	4	4	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
Zape1	NODE_81_length_55784_cov_110.8	286	family	Lachnospiraceae	60	57	40	0.78	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape1	NODE_1302_length_18981_cov_37.7	4638	genus	COE1	17	16	15	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1
Zape1	NODE_4049_length_10926_cov_109.1	4701	species	Agathobaculum sp003481705	16	16	10	0.76	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae;g_Agathobaculum;s_Agathobaculum sp003481705
Zape1	NODE_8172_length_7358_cov_36.5	14644	species	RUG572 sp900547945	8	8	5	0.58	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RFP12;f_UBA1067;g_RUG572;s_RUG572 sp900547945
Zape1	NODE_17413_length_4574_cov_14.4	17582	species	Cryptobacteroides sp900545245	5	5	5	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp900545245
Zape1	NODE_27684_length_3323_cov_26.8	286	family	Lachnospiraceae	5	5	3	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape3	NODE_1284_length_19543_cov_31.2	1050	species	Blautia A faecis	16	16	8	0.57	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A;s_Blautia A faecis
Zape3	NODE_6149_length_6452_cov_86.2	330	order	Oscillospirales	6	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
Zape3	NODE_14381_length_3621_cov_49.4	374	genus	Prevotella	6	6	5	0.75	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella
AW108	NODE_948_length_23893_cov_153.3	2	superkingdom	Bacteria	4	1	1	1.0	d_Bacteria
AW108	NODE_2885_length_10878_cov_43.6	286	family	Lachnospiraceae	12	11	9	0.88	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
AW108	NODE_7421_length_5726_cov_66.1	2548	species	Phil1 sp001940855	5	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_Phil1;s_Phil1 sp001940855
UT43	NODE_9_length_142043_cov_262.2	81542	species	UBA4636 sp017407325	142	136	62	0.53	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_UBA4636;s_UBA4636 sp017407325
UT43	NODE_873_length_26522_cov_61.3	83367	species	Methanobrevibacter A smithii	33	31	17	0.55	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter A;s_Methanobrevibacter A smithii
UT43	NODE_2523_length_15294_cov_86.4	5912	species	Ruminococcus sp002438605	18	17	15	0.92	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp002438605
UT43	NODE_5078_length_10060_cov_12.3	279	genus	Pseudomonas A	12	12	10	0.82	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas A
Zape2	NODE_485_length_27146_cov_80.2	2	superkingdom	Bacteria	7	6	5	0.8	d_Bacteria
Zape2	NODE_2861_length_10906_cov_70.2	2	superkingdom	Bacteria	3	1	1	1.0	d_Bacteria
Zape2	NODE_8994_length_4868_cov_58.2	217	species	Enterococcus B hirae	3	3	2	0.67	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B hirae
AW107	NODE_215_length_30038_cov_97.4	3574	species	F23-B02 sp004556755	42	38	19	0.55	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_F23-B02;s_F23-B02 sp004556755
AW107	NODE_2745_length_9560_cov_50.3	4701	species	Agathobaculum sp003481705	14	14	11	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae;g_Agathobaculum;s_Agathobaculum sp003481705
AW107	NODE_11354_length_4301_cov_58.1	2895	species	KLE1615 sp900066985	5	4	3	0.98	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_KLE1615;s_KLE1615 sp900066985
Zape3	NODE_49_length_92199_cov_234.2	945	genus	Coprococcus	94	89	57	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Coprococcus
Zape3	NODE_887_length_24917_cov_98.5	2	superkingdom	Bacteria	11	8	4	0.5	d_Bacteria
Zape3	NODE_3472_length_9691_cov_49.8	22372	species	Fimadaptatus sp900553645	12	11	8	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Fimadaptatus;s_Fimadaptatus sp900553645
Zape3	NODE_10845_length_4363_cov_22.6	2	superkingdom	Bacteria	2	2	1	0.5	d_Bacteria
UT30	NODE_56473_length_4621_cov_128.7	286	family	Lachnospiraceae	4	4	2	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_67661_length_3896_cov_15.4	2505	species	Eubacterium R sp000436835	5	4	4	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R;s_Eubacterium R sp000436835
UT30	NODE_75037_length_3535_cov_39.7	794	species	Pseudomonas E lundensis	7	7	5	0.8	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E lundensis
UT30	NODE_87798_length_3052_cov_33.3	37	class	Clostridia	10	10	9	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia
Zape1	NODE_982_length_21521_cov_140.6	5394	species	Prevotella sp900548195	24	24	13	0.61	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp900548195
